adenocarcinoma,large.cell.carcinoma,normal,squamous.cell.carcinoma
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000138 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000066.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\18 - Copy (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\sq3.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000138 (9).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000026.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\sq4.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000139 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000154 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\5 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\sq5.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000139 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000131 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\sq6.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000139 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000174.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\10 - Copy (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000024 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000139 (9).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000066 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\17 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000142 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000139.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000106.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000030 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000140.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000034 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000114 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000141 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000093 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\18 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000157 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000142.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000019 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000058.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000143 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000031 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\10 - Copy (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000038 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000143 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000081.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\2 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000030 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000144 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000126 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\10 (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000137 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000144 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000097 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\13.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000057 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000145 (9).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000108 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\18 - Copy (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000030 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000146 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000115 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n6 - Copy.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000117 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000146 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000118.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\12 - Copy (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000048 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000147.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000122.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000115 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000148 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000076 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000028 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000148 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000018 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000030 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000148 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000159 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\18 - Copy (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000119.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000148.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000023 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000110 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000149 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000114.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\19 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000046 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000149 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000045.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000169 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000149 (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000027 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\10 - Copy (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000078 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000151 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000078 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n6 - Copy.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000007 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000153 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000060.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\12 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000082 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000155 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000068.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n7 - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000038 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000155.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000026.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n9 - Copy.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000065 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000156 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000158.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\11 - Copy (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000028 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000157 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000098 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\12 - Copy (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000169 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000157 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000018 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000169 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000158 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000039 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\4.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000066 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000158 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000076 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\21 - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000046 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000158 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000093 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n7 - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000137 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000158 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000040 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\4 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000074 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000158.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000159 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n9 - Copy.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000033.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000160 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000137 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n6.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000033.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000160 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000154 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\12 - Copy (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000162.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000161 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000118.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000004 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000161 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000062 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\2 - Copy (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000125 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000163 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000094 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\18.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000106 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000163 (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000069.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\21 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000117 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000164 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000045.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\3 - Copy (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000153.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000165 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000159 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000074 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000166 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000130 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\20 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000135.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000166 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000114 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\21.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000163 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000166 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000019 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (4) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000046 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000167 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000133 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\4 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000084 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000167 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000126 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\13 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000141 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000168 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000111 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000035.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000171 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000113.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\10 (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000065 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000171.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000045.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\12 - Copy (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000084 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000172 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000026 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n7.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000077 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000173 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000120 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\17 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000051 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000173 (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000098 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (4) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000121 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000174 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\l2.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000027 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000176 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000115 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\10 (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\sq2.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000177 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000019 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n6 - Copy.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000065 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000177.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000093 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\5 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000078 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad1.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000131.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\10 (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000142 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad10.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000133 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000036 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad11.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000039 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\10 - Copy (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000030 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad12.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000039 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000044 (2).png
